PA,SZ,TOD,Pop,Time
Singapore River,Boat Quay,HUDC Flats (excluding those privatised),0,2011
Singapore River,Boat Quay,Landed Properties,0,2011
Singapore River,Boat Quay,Condominiums and Other Apartments,120,2011
Singapore River,Boat Quay,Others,50,2011
Singapore River,Clarke Quay,HDB 1- and 2-Room Flats,0,2011
Singapore River,Clarke Quay,HDB 3-Room Flats,0,2011
Singapore River,Clarke Quay,HDB 4-Room Flats,0,2011
Singapore River,Clarke Quay,HDB 5-Room and Executive Flats,0,2011
Singapore River,Clarke Quay,HUDC Flats (excluding those privatised),0,2011
Singapore River,Clarke Quay,Landed Properties,0,2011
Singapore River,Clarke Quay,Condominiums and Other Apartments,50,2011
Singapore River,Clarke Quay,Others,60,2011
Singapore River,Robertson Quay,HDB 1- and 2-Room Flats,0,2011
Singapore River,Robertson Quay,HDB 3-Room Flats,0,2011
Singapore River,Robertson Quay,HDB 4-Room Flats,0,2011
Singapore River,Robertson Quay,HDB 5-Room and Executive Flats,0,2011
Singapore River,Robertson Quay,HUDC Flats (excluding those privatised),0,2011
Singapore River,Robertson Quay,Landed Properties,0,2011
Singapore River,Robertson Quay,Condominiums and Other Apartments,1830,2011
Singapore River,Robertson Quay,Others,40,2011
Southern Islands,Sentosa,HDB 1- and 2-Room Flats,0,2011
Southern Islands,Sentosa,HDB 3-Room Flats,0,2011
Southern Islands,Sentosa,HDB 4-Room Flats,0,2011
Southern Islands,Sentosa,HDB 5-Room and Executive Flats,0,2011
Southern Islands,Sentosa,HUDC Flats (excluding those privatised),0,2011
Southern Islands,Sentosa,Landed Properties,350,2011
Southern Islands,Sentosa,Condominiums and Other Apartments,510,2011
Southern Islands,Sentosa,Others,20,2011
Southern Islands,Southern Group,HDB 1- and 2-Room Flats,0,2011
Southern Islands,Southern Group,HDB 3-Room Flats,0,2011
Southern Islands,Southern Group,HDB 4-Room Flats,0,2011
Southern Islands,Southern Group,HDB 5-Room and Executive Flats,0,2011
Southern Islands,Southern Group,HUDC Flats (excluding those privatised),0,2011
Southern Islands,Southern Group,Landed Properties,0,2011
Southern Islands,Southern Group,Condominiums and Other Apartments,0,2011
Southern Islands,Southern Group,Others,0,2011
Straits View,Straits View,HDB 1- and 2-Room Flats,0,2011
Straits View,Straits View,HDB 3-Room Flats,0,2011
Straits View,Straits View,HDB 4-Room Flats,0,2011
Straits View,Straits View,HDB 5-Room and Executive Flats,0,2011
Straits View,Straits View,HUDC Flats (excluding those privatised),0,2011
Straits View,Straits View,Landed Properties,0,2011
Straits View,Straits View,Condominiums and Other Apartments,0,2011
Straits View,Straits View,Others,0,2011
Sungei Kadut,Gali Batu,HDB 1- and 2-Room Flats,0,2011
Sungei Kadut,Gali Batu,HDB 3-Room Flats,0,2011
Sungei Kadut,Gali Batu,HDB 4-Room Flats,0,2011
Sungei Kadut,Gali Batu,HDB 5-Room and Executive Flats,0,2011
Sungei Kadut,Gali Batu,HUDC Flats (excluding those privatised),0,2011
Sungei Kadut,Gali Batu,Landed Properties,0,2011
Sungei Kadut,Gali Batu,Condominiums and Other Apartments,0,2011
Sungei Kadut,Gali Batu,Others,150,2011
Sungei Kadut,Kranji,HDB 1- and 2-Room Flats,0,2011
Sungei Kadut,Kranji,HDB 3-Room Flats,0,2011
Sungei Kadut,Kranji,HDB 4-Room Flats,0,2011
Sungei Kadut,Kranji,HDB 5-Room and Executive Flats,0,2011
Sungei Kadut,Kranji,HUDC Flats (excluding those privatised),0,2011
Sungei Kadut,Kranji,Landed Properties,0,2011
Sungei Kadut,Kranji,Condominiums and Other Apartments,0,2011
Sungei Kadut,Kranji,Others,0,2011
Sungei Kadut,Pang Sua,HDB 1- and 2-Room Flats,0,2011
Sungei Kadut,Pang Sua,HDB 3-Room Flats,0,2011
Sungei Kadut,Pang Sua,HDB 4-Room Flats,0,2011
Sungei Kadut,Pang Sua,HDB 5-Room and Executive Flats,0,2011
Sungei Kadut,Pang Sua,HUDC Flats (excluding those privatised),0,2011
Sungei Kadut,Pang Sua,Landed Properties,0,2011
Sungei Kadut,Pang Sua,Condominiums and Other Apartments,0,2011
Sungei Kadut,Pang Sua,Others,0,2011
Sungei Kadut,Reservoir View,HDB 1- and 2-Room Flats,0,2011
Sungei Kadut,Reservoir View,HDB 3-Room Flats,0,2011
Sungei Kadut,Reservoir View,HDB 4-Room Flats,0,2011
Sungei Kadut,Reservoir View,HDB 5-Room and Executive Flats,0,2011
Sungei Kadut,Reservoir View,HUDC Flats (excluding those privatised),0,2011
Sungei Kadut,Reservoir View,Landed Properties,0,2011
Sungei Kadut,Reservoir View,Condominiums and Other Apartments,0,2011
Sungei Kadut,Reservoir View,Others,0,2011
Sungei Kadut,Turf Club,HDB 1- and 2-Room Flats,0,2011
Sungei Kadut,Turf Club,HDB 3-Room Flats,0,2011
Sungei Kadut,Turf Club,HDB 4-Room Flats,0,2011
Sungei Kadut,Turf Club,HDB 5-Room and Executive Flats,0,2011
Sungei Kadut,Turf Club,HUDC Flats (excluding those privatised),0,2011
Sungei Kadut,Turf Club,Landed Properties,660,2011
Sungei Kadut,Turf Club,Condominiums and Other Apartments,0,2011
Sungei Kadut,Turf Club,Others,0,2011
Tampines,Simei,HDB 1- and 2-Room Flats,0,2011
Tampines,Simei,HDB 3-Room Flats,200,2011
Tampines,Simei,HDB 4-Room Flats,13490,2011
Tampines,Simei,HDB 5-Room and Executive Flats,12790,2011
Tampines,Simei,HUDC Flats (excluding those privatised),0,2011
Tampines,Simei,Landed Properties,4150,2011
Tampines,Simei,Condominiums and Other Apartments,11720,2011
Tampines,Simei,Others,280,2011
Tampines,Tampines East,HDB 1- and 2-Room Flats,1380,2011
Tampines,Tampines East,HDB 3-Room Flats,25920,2011
Tampines,Tampines East,HDB 4-Room Flats,56390,2011
Tampines,Tampines East,HDB 5-Room and Executive Flats,51210,2011
Tampines,Tampines East,HUDC Flats (excluding those privatised),0,2011
Tampines,Tampines East,Landed Properties,0,2011
Tampines,Tampines East,Condominiums and Other Apartments,3270,2011
Tampines,Tampines East,Others,640,2011
Tampines,Tampines North,HDB 1- and 2-Room Flats,0,2011
Tampines,Tampines North,HDB 3-Room Flats,0,2011
Tampines,Tampines North,HDB 4-Room Flats,0,2011
Tampines,Tampines North,HDB 5-Room and Executive Flats,0,2011
Tampines,Tampines North,HUDC Flats (excluding those privatised),0,2011
Tampines,Tampines North,Landed Properties,0,2011
Tampines,Tampines North,Condominiums and Other Apartments,0,2011
Tampines,Tampines North,Others,0,2011
Tampines,Tampines West,HDB 1- and 2-Room Flats,320,2011
Tampines,Tampines West,HDB 3-Room Flats,10000,2011
Tampines,Tampines West,HDB 4-Room Flats,37030,2011
Tampines,Tampines West,HDB 5-Room and Executive Flats,26760,2011
Tampines,Tampines West,HUDC Flats (excluding those privatised),0,2011
Tampines,Tampines West,Landed Properties,0,2011
Tampines,Tampines West,Condominiums and Other Apartments,2880,2011
Tampines,Tampines West,Others,370,2011
Tampines,Xilin,HDB 1- and 2-Room Flats,0,2011
Tampines,Xilin,HDB 3-Room Flats,0,2011
Tampines,Xilin,HDB 4-Room Flats,0,2011
Tampines,Xilin,HDB 5-Room and Executive Flats,0,2011
Tampines,Xilin,HUDC Flats (excluding those privatised),0,2011
Tampines,Xilin,Landed Properties,500,2011
Tampines,Xilin,Condominiums and Other Apartments,1540,2011
Tampines,Xilin,Others,20,2011
Tanglin,Chatsworth,HDB 1- and 2-Room Flats,0,2011
Tanglin,Chatsworth,HDB 3-Room Flats,0,2011
Tanglin,Chatsworth,HDB 4-Room Flats,0,2011
Tanglin,Chatsworth,HDB 5-Room and Executive Flats,0,2011
Tanglin,Chatsworth,HUDC Flats (excluding those privatised),0,2011
Tanglin,Chatsworth,Landed Properties,990,2011
Tanglin,Chatsworth,Condominiums and Other Apartments,3860,2011
Tanglin,Chatsworth,Others,150,2011
Tanglin,Nassim,HDB 1- and 2-Room Flats,0,2011
Tanglin,Nassim,HDB 3-Room Flats,0,2011
Tanglin,Nassim,HDB 4-Room Flats,0,2011
Tanglin,Nassim,HDB 5-Room and Executive Flats,0,2011
Tanglin,Nassim,HUDC Flats (excluding those privatised),0,2011
Tanglin,Nassim,Landed Properties,1670,2011
Tanglin,Nassim,Condominiums and Other Apartments,5870,2011
Tanglin,Nassim,Others,140,2011
Tanglin,Ridout,HDB 1- and 2-Room Flats,0,2011
Tanglin,Ridout,HDB 3-Room Flats,0,2011
Tanglin,Ridout,HDB 4-Room Flats,0,2011
Tanglin,Ridout,HDB 5-Room and Executive Flats,0,2011
Tanglin,Ridout,HUDC Flats (excluding those privatised),0,2011
Tanglin,Ridout,Landed Properties,790,2011
Tanglin,Ridout,Condominiums and Other Apartments,480,2011
Tanglin,Ridout,Others,30,2011
Tanglin,Tyersall,HDB 1- and 2-Room Flats,0,2011
Tanglin,Tyersall,HDB 3-Room Flats,50,2011
Tanglin,Tyersall,HDB 4-Room Flats,240,2011
Tanglin,Tyersall,HDB 5-Room and Executive Flats,300,2011
Tanglin,Tyersall,HUDC Flats (excluding those privatised),0,2011
Tanglin,Tyersall,Landed Properties,840,2011
Tanglin,Tyersall,Condominiums and Other Apartments,2090,2011
Tanglin,Tyersall,Others,20,2011
Tengah,Tengah,HDB 1- and 2-Room Flats,0,2011
Tengah,Tengah,HDB 3-Room Flats,0,2011
Tengah,Tengah,HDB 4-Room Flats,0,2011
Tengah,Tengah,HDB 5-Room and Executive Flats,0,2011
Tengah,Tengah,HUDC Flats (excluding those privatised),0,2011
Tengah,Tengah,Landed Properties,0,2011
Tengah,Tengah,Condominiums and Other Apartments,0,2011
Tengah,Tengah,Others,0,2011
Toa Payoh,Bidadari,HDB 1- and 2-Room Flats,0,2011
Toa Payoh,Bidadari,HDB 3-Room Flats,0,2011
Toa Payoh,Bidadari,HDB 4-Room Flats,0,2011
Toa Payoh,Bidadari,HDB 5-Room and Executive Flats,0,2011
Toa Payoh,Bidadari,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Bidadari,Landed Properties,0,2011
Toa Payoh,Bidadari,Condominiums and Other Apartments,0,2011
Toa Payoh,Bidadari,Others,0,2011
Toa Payoh,Boon Teck,HDB 1- and 2-Room Flats,5520,2011
Toa Payoh,Boon Teck,HDB 3-Room Flats,5880,2011
Toa Payoh,Boon Teck,HDB 4-Room Flats,1400,2011
Toa Payoh,Boon Teck,HDB 5-Room and Executive Flats,3890,2011
Toa Payoh,Boon Teck,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Boon Teck,Landed Properties,0,2011
Toa Payoh,Boon Teck,Condominiums and Other Apartments,0,2011
Toa Payoh,Boon Teck,Others,320,2011
Toa Payoh,Braddell,HDB 1- and 2-Room Flats,1750,2011
Toa Payoh,Braddell,HDB 3-Room Flats,3270,2011
Toa Payoh,Braddell,HDB 4-Room Flats,2210,2011
Toa Payoh,Braddell,HDB 5-Room and Executive Flats,2870,2011
Toa Payoh,Braddell,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Braddell,Landed Properties,0,2011
Toa Payoh,Braddell,Condominiums and Other Apartments,0,2011
Toa Payoh,Braddell,Others,60,2011
Toa Payoh,Joo Seng,HDB 1- and 2-Room Flats,0,2011
Toa Payoh,Joo Seng,HDB 3-Room Flats,960,2011
Toa Payoh,Joo Seng,HDB 4-Room Flats,1960,2011
Toa Payoh,Joo Seng,HDB 5-Room and Executive Flats,2100,2011
Toa Payoh,Joo Seng,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Joo Seng,Landed Properties,1440,2011
Toa Payoh,Joo Seng,Condominiums and Other Apartments,320,2011
Toa Payoh,Joo Seng,Others,150,2011
Toa Payoh,Kim Keat,HDB 1- and 2-Room Flats,0,2011
Toa Payoh,Kim Keat,HDB 3-Room Flats,3680,2011
Toa Payoh,Kim Keat,HDB 4-Room Flats,2890,2011
Toa Payoh,Kim Keat,HDB 5-Room and Executive Flats,2270,2011
Toa Payoh,Kim Keat,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Kim Keat,Landed Properties,0,2011
Toa Payoh,Kim Keat,Condominiums and Other Apartments,0,2011
Toa Payoh,Kim Keat,Others,60,2011
Toa Payoh,Lorong 8 Toa Payoh,HDB 1- and 2-Room Flats,480,2011
Toa Payoh,Lorong 8 Toa Payoh,HDB 3-Room Flats,2480,2011
Toa Payoh,Lorong 8 Toa Payoh,HDB 4-Room Flats,3450,2011
Toa Payoh,Lorong 8 Toa Payoh,HDB 5-Room and Executive Flats,2190,2011
Toa Payoh,Lorong 8 Toa Payoh,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Lorong 8 Toa Payoh,Landed Properties,0,2011
Toa Payoh,Lorong 8 Toa Payoh,Condominiums and Other Apartments,0,2011
Toa Payoh,Lorong 8 Toa Payoh,Others,80,2011
Toa Payoh,Pei Chun,HDB 1- and 2-Room Flats,470,2011
Toa Payoh,Pei Chun,HDB 3-Room Flats,6130,2011
Toa Payoh,Pei Chun,HDB 4-Room Flats,3150,2011
Toa Payoh,Pei Chun,HDB 5-Room and Executive Flats,2350,2011
Toa Payoh,Pei Chun,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Pei Chun,Landed Properties,0,2011
Toa Payoh,Pei Chun,Condominiums and Other Apartments,0,2011
Toa Payoh,Pei Chun,Others,110,2011
Toa Payoh,Potong Pasir,HDB 1- and 2-Room Flats,0,2011
Toa Payoh,Potong Pasir,HDB 3-Room Flats,5840,2011
Toa Payoh,Potong Pasir,HDB 4-Room Flats,4410,2011
Toa Payoh,Potong Pasir,HDB 5-Room and Executive Flats,1260,2011
Toa Payoh,Potong Pasir,HUDC Flats (excluding those privatised),640,2011
Toa Payoh,Potong Pasir,Landed Properties,90,2011
Toa Payoh,Potong Pasir,Condominiums and Other Apartments,940,2011
Toa Payoh,Potong Pasir,Others,90,2011
Toa Payoh,Sennett,HDB 1- and 2-Room Flats,0,2011
Toa Payoh,Sennett,HDB 3-Room Flats,0,2011
Toa Payoh,Sennett,HDB 4-Room Flats,0,2011
Toa Payoh,Sennett,HDB 5-Room and Executive Flats,0,2011
Toa Payoh,Sennett,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Sennett,Landed Properties,4090,2011
Toa Payoh,Sennett,Condominiums and Other Apartments,130,2011
Toa Payoh,Sennett,Others,220,2011
Toa Payoh,Toa Payoh Central,HDB 1- and 2-Room Flats,2880,2011
Toa Payoh,Toa Payoh Central,HDB 3-Room Flats,5690,2011
Toa Payoh,Toa Payoh Central,HDB 4-Room Flats,11250,2011
Toa Payoh,Toa Payoh Central,HDB 5-Room and Executive Flats,5730,2011
Toa Payoh,Toa Payoh Central,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Toa Payoh Central,Landed Properties,0,2011
Toa Payoh,Toa Payoh Central,Condominiums and Other Apartments,1860,2011
Toa Payoh,Toa Payoh Central,Others,270,2011
Toa Payoh,Toa Payoh West,HDB 1- and 2-Room Flats,270,2011
Toa Payoh,Toa Payoh West,HDB 3-Room Flats,8040,2011
Toa Payoh,Toa Payoh West,HDB 4-Room Flats,1030,2011
Toa Payoh,Toa Payoh West,HDB 5-Room and Executive Flats,580,2011
Toa Payoh,Toa Payoh West,HUDC Flats (excluding those privatised),3090,2011
Toa Payoh,Toa Payoh West,Landed Properties,0,2011
Toa Payoh,Toa Payoh West,Condominiums and Other Apartments,840,2011
Toa Payoh,Toa Payoh West,Others,510,2011
Toa Payoh,Woodleigh,HDB 1- and 2-Room Flats,0,2011
Toa Payoh,Woodleigh,HDB 3-Room Flats,0,2011
Toa Payoh,Woodleigh,HDB 4-Room Flats,0,2011
Toa Payoh,Woodleigh,HDB 5-Room and Executive Flats,0,2011
Toa Payoh,Woodleigh,HUDC Flats (excluding those privatised),0,2011
Toa Payoh,Woodleigh,Landed Properties,260,2011
Toa Payoh,Woodleigh,Condominiums and Other Apartments,1660,2011
Toa Payoh,Woodleigh,Others,60,2011
Tuas,Tengeh,HDB 1- and 2-Room Flats,0,2011
Tuas,Tengeh,HDB 3-Room Flats,0,2011
Tuas,Tengeh,HDB 4-Room Flats,0,2011
Tuas,Tengeh,HDB 5-Room and Executive Flats,0,2011
Tuas,Tengeh,HUDC Flats (excluding those privatised),0,2011
Tuas,Tengeh,Landed Properties,0,2011
Tuas,Tengeh,Condominiums and Other Apartments,0,2011
Tuas,Tengeh,Others,0,2011
Tuas,Tuas Bay,HDB 1- and 2-Room Flats,0,2011
Tuas,Tuas Bay,HDB 3-Room Flats,0,2011
Tuas,Tuas Bay,HDB 4-Room Flats,0,2011
Tuas,Tuas Bay,HDB 5-Room and Executive Flats,0,2011
Tuas,Tuas Bay,HUDC Flats (excluding those privatised),0,2011
Tuas,Tuas Bay,Landed Properties,0,2011
Tuas,Tuas Bay,Condominiums and Other Apartments,0,2011
Tuas,Tuas Bay,Others,0,2011
Tuas,Tuas North,HDB 1- and 2-Room Flats,0,2011
Tuas,Tuas North,HDB 3-Room Flats,0,2011
Tuas,Tuas North,HDB 4-Room Flats,0,2011
Tuas,Tuas North,HDB 5-Room and Executive Flats,0,2011
Tuas,Tuas North,HUDC Flats (excluding those privatised),0,2011
Tuas,Tuas North,Landed Properties,0,2011
Tuas,Tuas North,Condominiums and Other Apartments,0,2011
Tuas,Tuas North,Others,0,2011
Tuas,Tuas Promenade,HDB 1- and 2-Room Flats,0,2011
Tuas,Tuas Promenade,HDB 3-Room Flats,0,2011
Tuas,Tuas Promenade,HDB 4-Room Flats,0,2011
Tuas,Tuas Promenade,HDB 5-Room and Executive Flats,0,2011
Tuas,Tuas Promenade,HUDC Flats (excluding those privatised),0,2011
Tuas,Tuas Promenade,Landed Properties,0,2011
Tuas,Tuas Promenade,Condominiums and Other Apartments,0,2011
Tuas,Tuas Promenade,Others,0,2011
Tuas,Tuas View,HDB 1- and 2-Room Flats,0,2011
Tuas,Tuas View,HDB 3-Room Flats,0,2011
Tuas,Tuas View,HDB 4-Room Flats,0,2011
Tuas,Tuas View,HDB 5-Room and Executive Flats,0,2011
Tuas,Tuas View,HUDC Flats (excluding those privatised),0,2011
Tuas,Tuas View,Landed Properties,0,2011
Tuas,Tuas View,Condominiums and Other Apartments,0,2011
Tuas,Tuas View,Others,0,2011
Tuas,Tuas View Extension,HDB 1- and 2-Room Flats,0,2011
Tuas,Tuas View Extension,HDB 3-Room Flats,0,2011
Tuas,Tuas View Extension,HDB 4-Room Flats,0,2011
Tuas,Tuas View Extension,HDB 5-Room and Executive Flats,0,2011
Tuas,Tuas View Extension,HUDC Flats (excluding those privatised),0,2011
Tuas,Tuas View Extension,Landed Properties,0,2011
Tuas,Tuas View Extension,Condominiums and Other Apartments,0,2011
Tuas,Tuas View Extension,Others,0,2011
Western Islands,Jurong Island And Bukom,HDB 1- and 2-Room Flats,0,2011
Western Islands,Jurong Island And Bukom,HDB 3-Room Flats,0,2011
Western Islands,Jurong Island And Bukom,HDB 4-Room Flats,0,2011
Western Islands,Jurong Island And Bukom,HDB 5-Room and Executive Flats,0,2011
Western Islands,Jurong Island And Bukom,HUDC Flats (excluding those privatised),0,2011
Western Islands,Jurong Island And Bukom,Landed Properties,0,2011
Western Islands,Jurong Island And Bukom,Condominiums and Other Apartments,0,2011
Western Islands,Jurong Island And Bukom,Others,0,2011
Western Islands,Semakau,HDB 1- and 2-Room Flats,0,2011
Western Islands,Semakau,HDB 3-Room Flats,0,2011
Western Islands,Semakau,HDB 4-Room Flats,0,2011
Western Islands,Semakau,HDB 5-Room and Executive Flats,0,2011
Western Islands,Semakau,HUDC Flats (excluding those privatised),0,2011
Western Islands,Semakau,Landed Properties,0,2011
Western Islands,Semakau,Condominiums and Other Apartments,0,2011
Western Islands,Semakau,Others,0,2011
Western Islands,Sudong,HDB 1- and 2-Room Flats,0,2011
Western Islands,Sudong,HDB 3-Room Flats,0,2011
Western Islands,Sudong,HDB 4-Room Flats,0,2011
Western Islands,Sudong,HDB 5-Room and Executive Flats,0,2011
Western Islands,Sudong,HUDC Flats (excluding those privatised),0,2011
Western Islands,Sudong,Landed Properties,0,2011
Western Islands,Sudong,Condominiums and Other Apartments,0,2011
Western Islands,Sudong,Others,0,2011
Western Water Catchment,Western Water Catchment,HDB 1- and 2-Room Flats,0,2011
Western Water Catchment,Western Water Catchment,HDB 3-Room Flats,0,2011
Western Water Catchment,Western Water Catchment,HDB 4-Room Flats,0,2011
Western Water Catchment,Western Water Catchment,HDB 5-Room and Executive Flats,0,2011
Western Water Catchment,Western Water Catchment,HUDC Flats (excluding those privatised),0,2011
Western Water Catchment,Western Water Catchment,Landed Properties,0,2011
Western Water Catchment,Western Water Catchment,Condominiums and Other Apartments,0,2011
Western Water Catchment,Western Water Catchment,Others,1000,2011
Woodlands,Greenwood Park,HDB 1- and 2-Room Flats,0,2011
Woodlands,Greenwood Park,HDB 3-Room Flats,0,2011
Woodlands,Greenwood Park,HDB 4-Room Flats,0,2011
Woodlands,Greenwood Park,HDB 5-Room and Executive Flats,0,2011
Woodlands,Greenwood Park,HUDC Flats (excluding those privatised),0,2011
Woodlands,Greenwood Park,Landed Properties,0,2011
Woodlands,Greenwood Park,Condominiums and Other Apartments,0,2011
Woodlands,Greenwood Park,Others,0,2011
Woodlands,Midview,HDB 1- and 2-Room Flats,550,2011
Woodlands,Midview,HDB 3-Room Flats,770,2011
Woodlands,Midview,HDB 4-Room Flats,14850,2011
Woodlands,Midview,HDB 5-Room and Executive Flats,18630,2011
Woodlands,Midview,HUDC Flats (excluding those privatised),0,2011
Woodlands,Midview,Landed Properties,0,2011
Woodlands,Midview,Condominiums and Other Apartments,0,2011
Woodlands,Midview,Others,220,2011
Woodlands,North Coast,HDB 1- and 2-Room Flats,160,2011
Woodlands,North Coast,HDB 3-Room Flats,6350,2011
Woodlands,North Coast,HDB 4-Room Flats,6490,2011
Woodlands,North Coast,HDB 5-Room and Executive Flats,2440,2011
Woodlands,North Coast,HUDC Flats (excluding those privatised),0,2011
Woodlands,North Coast,Landed Properties,10,2011
Woodlands,North Coast,Condominiums and Other Apartments,0,2011
Woodlands,North Coast,Others,60,2011
Woodlands,Senoko West,HDB 1- and 2-Room Flats,0,2011
Woodlands,Senoko West,HDB 3-Room Flats,0,2011
Woodlands,Senoko West,HDB 4-Room Flats,0,2011
